z,r_v_std_uv_ratio
-6.0,0.7617559717257145
-5.900000000000002,1.7079280727235833
-5.800000000000002,1.069518570892068
-5.699999999999998,0.4797298018898132
-5.599999999999998,1.7102510065976926
-5.5,0.6308665319880906
-5.400000000000002,0.5905536648803874
-5.300000000000002,2.6429729867112735
-5.199999999999998,0.07211408631011568
-5.099999999999999,0.7439434442882421
-5.0,1.2431715250166684
-4.900000000000001,0.5348053050557804
-4.800000000000001,1.449932376541185
-4.7,1.0338145746306315
-4.599999999999999,0.6589412604482068
-4.5,0.5301399730062836
-4.400000000000001,0.9302207354923797
-4.299999999999999,1.4326771625040007
-4.200000000000001,1.056867500608194
-4.099999999999999,0.719795448689693
-4.0,0.38373076363937975
-3.900000000000001,1.1538240498044576
-3.799999999999999,0.7426523334236984
-3.700000000000001,0.5484559123279006
-3.599999999999999,1.502334273752393
-3.5,0.5076255637734906
-3.400000000000001,0.5763541018067662
-3.299999999999999,0.46051587684805045
-3.200000000000001,0.6112236791397871
-3.099999999999999,0.37186098665658196
-3.0,0.4345055386971995
-2.900000000000001,0.334983043559669
-2.799999999999999,0.22478186684392032
-2.700000000000001,0.14200568846131345
-2.599999999999999,0.8222082795553725
-2.5,0.6533988504957412
-2.4000000000000004,1.1928189466918482
-2.2999999999999994,0.5786795401471257
-2.2000000000000006,0.48313571193105026
-2.1000000000000005,1.5315588153053163
-2.0,1.3355727027287183
-1.8999999999999997,1.1482900795234352
-1.7999999999999996,0.5547698494819361
-1.7000000000000004,1.5573383624166166
-1.6000000000000003,0.15848912645936186
-1.5,1.216895701568652
-1.3999999999999997,1.4171401355494413
-1.2999999999999996,0.8704336161658107
-1.2000000000000002,1.6109859908218167
-1.1000000000000003,0.6289067176690197
-1.0,0.6135530959009226
-0.8999999999999998,0.8052113443006583
-0.8000000000000003,0.3740406558690171
-0.6999999999999997,0.393698409228491
-0.6000000000000001,0.9473034704473685
-0.5,0.7051355783540747
-0.4000000000000001,0.2793915246625208
-0.3,0.29149396594982324
-0.2,1.0611184398251725
-0.1,1.2696814867559736
0.0,0.6356176271040709
0.1,1.1221042813160536
0.2,0.8525823723232937
0.3,0.32093098246288276
0.4000000000000001,0.4568384735401682
0.5,0.6080659826743632
0.6000000000000001,0.96466958032847
0.6999999999999997,0.8099911587947333
0.8000000000000003,0.8858005115101911
0.8999999999999998,1.5640348383813436
1.0,0.6017911909597152
1.1000000000000003,1.4095208312860632
1.2000000000000002,0.7426373508935772
1.2999999999999996,0.5272415184020881
1.3999999999999997,0.7910005800760943
1.5,0.2537175485284907
1.6000000000000003,0.4643437893887664
1.7000000000000004,0.4334201422722491
1.7999999999999996,0.08848208181638564
1.8999999999999997,1.2706421153121483
2.0,1.3066109915491422
2.1000000000000005,0.3395665437519277
2.2000000000000006,0.26867243727190615
2.2999999999999994,0.7040079627651918
2.4000000000000004,0.3734864602612724
2.5,0.5299447176881958
2.599999999999999,1.0860398488417466
2.700000000000001,0.4702866839914245
2.799999999999999,0.698224033798066
2.900000000000001,0.46600647102253306
