z,r_v_mean_uv
-6.0,23.784406100033337
-5.900000000000002,24.356100342033336
-5.800000000000002,24.44250821996667
-5.699999999999998,23.5684223298
-5.599999999999998,23.548719885466664
-5.5,24.247759271633335
-5.400000000000002,23.422458859033338
-5.300000000000002,23.81541065316667
-5.199999999999998,23.9548452251
-5.099999999999999,23.1965429823
-5.0,23.498427860133326
-4.900000000000001,23.767080771600003
-4.800000000000001,23.34153456713333
-4.7,22.53611977113334
-4.599999999999999,23.171256664966666
-4.5,23.494786122066667
-4.400000000000001,22.596450920333336
-4.299999999999999,22.536765754899996
-4.200000000000001,23.259056373133333
-4.099999999999999,23.1873997715
-4.0,21.947728661466662
-3.900000000000001,22.4089773837
-3.799999999999999,22.122147917566664
-3.700000000000001,22.82776731603333
-3.599999999999999,22.775668549033334
-3.5,22.656411723200005
-3.400000000000001,21.861210310233336
-3.299999999999999,21.983321372933336
-3.200000000000001,22.166283997666667
-3.099999999999999,22.2514649675
-3.0,21.366997255699996
-2.900000000000001,20.52552245006667
-2.799999999999999,19.451018245833332
-2.700000000000001,19.86405829183333
-2.599999999999999,19.202898814266668
-2.5,19.1082187181
-2.4000000000000004,18.569665735433336
-2.2999999999999994,18.539162495766664
-2.2000000000000006,17.777820054766664
-2.1000000000000005,17.797755208366667
-2.0,17.3561120391
-1.8999999999999995,17.442290663933335
-1.7999999999999996,17.50108246303333
-1.7000000000000004,17.341100162133333
-1.6000000000000005,17.065935814333336
-1.5,16.952284265
-1.3999999999999995,15.973497283966667
-1.2999999999999996,16.4074279988
-1.2000000000000002,15.632997171066664
-1.1000000000000003,15.941620040366665
-1.0,15.402606489566667
-0.8999999999999998,15.41766114306667
-0.8000000000000003,15.041051422833336
-0.6999999999999997,14.713670952833333
-0.6000000000000001,14.853154152699998
-0.5,14.891901112966664
-0.40000000000000013,15.3056145489
-0.30000000000000004,14.876197868233334
-0.20000000000000007,14.620771344266666
-0.10000000000000003,13.9778628787
0.0,14.134957897733337
0.10000000000000003,13.97832320436667
0.20000000000000007,13.676346012833335
0.30000000000000004,13.791004069666666
0.40000000000000013,13.3394659315
0.5,12.97611937233333
0.6000000000000001,13.120895770699999
0.6999999999999997,12.399253228200001
0.8000000000000003,12.596959732033335
0.8999999999999998,12.550788172433336
1.0,12.838466348766666
1.1000000000000003,12.564040055933333
1.2000000000000002,13.0329249867
1.2999999999999996,13.053298850199997
1.3999999999999995,12.574765696566667
1.5,12.568402295633332
1.6000000000000005,12.649051313933333
1.7000000000000004,12.9326825118
1.7999999999999996,13.363200772166667
1.8999999999999995,12.5483685224
2.0,12.809542840833334
2.1000000000000005,13.211388977666664
2.2000000000000006,12.916980631399998
2.2999999999999994,12.408542837333336
2.4000000000000004,13.183049274333333
2.5,13.050840425400002
2.599999999999999,13.701428755066665
2.700000000000001,13.483982669033335
2.799999999999999,12.978082486300002
2.900000000000001,13.406816136233335
