z,r_v_std_uv
-6.0,0.16538521492953762
-5.900000000000002,0.3708091066902568
-5.800000000000002,0.23220370470795162
-5.699999999999998,0.10415437402336411
-5.599999999999998,0.37131344000997646
-5.5,0.1369677440773259
-5.400000000000002,0.12821539760614656
-5.300000000000002,0.5738171693881982
-5.199999999999998,0.015656724865348547
-5.099999999999999,0.16151792830753606
-5.0,0.26990558327148095
-4.900000000000001,0.1161118436941574
-4.800000000000001,0.31479553377745356
-4.7,0.2244519924605716
-4.599999999999999,0.14306306222750195
-4.5,0.11509895115066253
-4.400000000000001,0.20196068292420905
-4.299999999999999,0.31104924574280923
-4.200000000000001,0.22945702459562226
-4.099999999999999,0.15627514506668266
-4.0,0.08331197545560651
-3.900000000000001,0.2505073088373375
-3.799999999999999,0.1612376145906029
-3.700000000000001,0.11907553377525239
-3.599999999999999,0.32617253554004916
-3.5,0.11021083665181389
-3.400000000000001,0.12513252346009138
-3.299999999999999,0.09998282927593923
-3.200000000000001,0.1327030746021574
-3.099999999999999,0.08073492231742319
-3.0,0.09433571192453453
-2.900000000000001,0.07272833389327843
-2.799999999999999,0.04880250203490405
-2.700000000000001,0.030830925098212107
-2.599999999999999,0.17851004531418804
-2.5,0.14185974686767672
-2.4000000000000004,0.2589735101435983
-2.2999999999999994,0.12563740052571448
-2.2000000000000006,0.10489383283315148
-2.1000000000000005,0.33251749017820953
-2.0,0.2899668485622928
-1.8999999999999995,0.2493058258187441
-1.7999999999999996,0.12044635578654041
-1.7000000000000004,0.33811450037312757
-1.6000000000000005,0.03440965245614687
-1.5,0.26420082627619806
-1.3999999999999995,0.3076759941535574
-1.2999999999999996,0.18898027194371872
-1.2000000000000002,0.349761963449989
-1.1000000000000003,0.13654224782339147
-1.0,0.1332088154246784
-0.8999999999999998,0.1748198323134601
-0.8000000000000003,0.08120815137574909
-0.6999999999999997,0.0854760559082507
-0.6000000000000001,0.20566952394020366
-0.5,0.15309233338382472
-0.40000000000000013,0.060658831792447174
-0.30000000000000004,0.06328639879259575
-0.20000000000000007,0.2303799481067562
-0.10000000000000003,0.2756611741467271
0.0,0.13799925668250704
0.10000000000000003,0.2436206142478807
0.20000000000000007,0.18510457958391233
0.30000000000000004,0.06967748397420252
0.40000000000000013,0.09918442642905523
0.5,0.13201750556430233
0.6000000000000001,0.20943988862624524
0.6999999999999997,0.17585758019699174
0.8000000000000003,0.19231658617512876
0.8999999999999998,0.3395683755743785
1.0,0.130655182438677
1.1000000000000003,0.30602176324499286
1.2000000000000002,0.16123436172609487
1.2999999999999996,0.11446966624122835
1.3999999999999995,0.17173452627999627
1.5,0.055084742164500995
1.6000000000000005,0.10081390925663641
1.7000000000000004,0.0941000609710966
1.7999999999999996,0.019210388446925138
1.8999999999999995,0.2758697366866052
2.0,0.2836789571561903
2.1000000000000005,0.0737234598818663
2.2000000000000006,0.0583316054394601
2.2999999999999994,0.15284751620687131
2.4000000000000004,0.08108782969386945
2.5,0.11505655917219879
2.599999999999999,0.23579064751645784
2.700000000000001,0.10210417403649447
2.799999999999999,0.1515917645345894
2.900000000000001,0.10117489488663674
