z,r_v_std_uv
-3.099999999999999,0.000810933269473306
-3.0,0.00022477958328023784
-2.900000000000001,0.0008314009641113444
-2.799999999999999,0.0003926376939263567
-2.700000000000001,0.0004693803372662739
-2.599999999999999,0.001225991443233664
-2.5,0.0002556628885017476
-2.4000000000000004,0.0013163543315090084
-2.2999999999999994,0.000717654474016746
-2.2000000000000006,0.0008012224491321023
-2.1000000000000005,0.0009307633151753592
-2.0,0.00031351055082054214
-1.8999999999999995,0.0012201005882655934
-1.7999999999999996,0.0012418909425879602
-1.7000000000000004,0.0007105392379872118
-1.6000000000000005,0.0005411912998992493
-1.5,0.001337502629593408
-1.3999999999999995,0.000551036122880649
-1.2999999999999996,0.0010943724866357197
-1.2000000000000002,0.0008213326592746695
-1.1000000000000003,0.0008366198950824629
-1.0,0.0004824866235549131
-0.8999999999999998,0.002131049585204834
-0.8000000000000003,0.000850487317079111
-0.6999999999999997,0.001239779514454538
-0.6000000000000001,0.0012681913399159074
-0.5,0.0013267978335070624
-0.40000000000000013,0.00019606276461320415
-0.30000000000000004,0.00035370697025104625
-0.20000000000000007,0.0008936889998551044
-0.10000000000000003,0.0011780580263361761
0.0,0.0015014601017090995
0.10000000000000003,0.0009499303189558439
0.20000000000000007,0.0003694609150348962
0.30000000000000004,0.0005882714177971208
0.40000000000000013,0.0014213572035055395
0.5,0.0007947421483275563
0.6000000000000001,0.0009935355539647504
0.6999999999999997,0.001767662203184641
0.8000000000000003,0.00026138265185121726
0.8999999999999998,0.0005022132858448458
1.0,0.0006579516909367463
1.1000000000000003,0.000960900625886936
1.2000000000000002,0.0016934516278073275
1.2999999999999996,0.0005062982720472396
1.3999999999999995,0.0005984877671138379
1.5,0.0009621507505135808
1.6000000000000005,0.0013906753858232029
1.7000000000000004,0.0013851415420824062
1.7999999999999996,0.0008749566628373052
1.8999999999999995,0.0011429518442724411
2.0,0.000182658329910176
2.1000000000000005,0.0018862391260159586
2.2000000000000006,0.0024260618597179645
2.2999999999999994,0.00047862111638369
2.4000000000000004,0.0008274962264849298
2.5,0.00279426045935451
2.599999999999999,0.0011272956925446425
2.700000000000001,0.00035041159782192604
2.799999999999999,0.0012696327721860555
2.900000000000001,0.00045054391989948143
