z,theta_mean
-3.099999999999999,-25.910979906700003
-3.0,-41.92219104763333
-2.900000000000001,-34.10657024383333
-2.799999999999999,-31.322208341000003
-2.700000000000001,18.083575053973334
-2.599999999999999,10.196573727846664
-2.5,-16.245037682899998
-2.4000000000000004,-9.650793774886665
-2.2999999999999994,-26.573978360500007
-2.2000000000000006,-16.74082485836667
-2.1000000000000005,4.044732280584666
-2.0,-3.140579203272533
-1.8999999999999995,-19.30074145
-1.7999999999999996,-2.1701796814506666
-1.7000000000000004,5.077614708988299
-1.6000000000000005,6.349245719121667
-1.5,-15.181643374726669
-1.3999999999999995,-15.5113297767448
-1.2999999999999996,-25.403834660833333
-1.2000000000000002,-15.572860749566667
-1.1000000000000003,-22.32090006373166
-1.0,-7.945208310111334
-0.8999999999999998,1.9390482530020008
-0.8000000000000003,-28.45324241323667
-0.6999999999999997,-22.95121520356667
-0.6000000000000001,-21.044786103523332
-0.5,-17.749678961423335
-0.40000000000000013,-28.597322273233328
-0.30000000000000004,-55.442526117966665
-0.20000000000000007,-5.209336761568333
-0.10000000000000003,-32.09920908606667
0.0,-78.29623718270001
0.10000000000000003,-3.0205026576316674
0.20000000000000007,-44.28932011916666
0.30000000000000004,-0.15458459852200085
0.40000000000000013,-27.799255244133338
0.5,44.08532831666
0.6000000000000001,104.67684288069998
0.6999999999999997,-100.32418543523335
0.8000000000000003,-35.49751421603333
0.8999999999999998,-73.16329065960001
1.0,-28.53421884277
1.1000000000000003,-72.03416442883334
1.2000000000000002,7.565944619976334
1.2999999999999996,-81.90564002986666
1.3999999999999995,-114.54164530399999
1.5,105.85945231083333
1.6000000000000005,-50.52381197653333
1.7000000000000004,88.12990061533333
1.7999999999999996,11.946429915191
1.8999999999999995,20.188151550000004
2.0,121.80708516499999
2.1000000000000005,49.39620196026667
2.2000000000000006,71.73531901039999
2.2999999999999994,54.45884272220001
2.4000000000000004,-5.303456480306667
2.5,67.85501238503333
2.599999999999999,-75.33176530174002
2.700000000000001,1.7830883031066662
2.799999999999999,80.74979305259998
2.900000000000001,-28.718577639233338
