z,theta_mean_ratio
-1.0,1.0040989981996036
-0.8999999999999998,1.0046366957701742
-0.8000000000000003,0.9968641912232297
-0.6999999999999997,1.0040438927818665
-0.6000000000000001,0.9958954077630633
-0.5,1.004224235588628
-0.4000000000000001,1.0059242954768286
-0.3,0.9958381802351712
-0.2,0.9941837998900794
-0.1,0.9942903030713545
0.0,0.986488245782612
0.1,0.9813946103095146
0.2,0.9881681969030592
0.3,0.9876783582373558
0.4000000000000001,0.9816695767350943
0.5,0.98070627939533
0.6000000000000001,0.9867401945943624
0.6999999999999997,0.9768415661919466
0.8000000000000003,0.9787820329224752
0.8999999999999998,0.979963051068413
1.0,0.9360367861626063
1.1000000000000003,0.9411608997847423
1.2000000000000002,0.9394426151097285
1.2999999999999996,0.9327694155743388
1.3999999999999997,0.9458840680495813
1.5,0.9291509450008992
1.6000000000000003,0.9329343731244575
1.7000000000000004,0.9163552504422553
1.7999999999999996,0.9235036690283694
1.8999999999999997,0.917364652333485
2.0,0.9138893756627049
2.1000000000000005,0.9006368194783306
2.2000000000000006,0.91238132415299
2.2999999999999994,0.9133145291781547
2.4000000000000004,0.9118110022124012
2.5,0.900294177779936
2.599999999999999,0.9075641743383287
2.700000000000001,0.8939692326664108
2.799999999999999,0.9135165241062284
2.900000000000001,0.9040244326764951
