z,r_v_std_uv
-1.0,0.07284353189137925
-0.8999999999999998,0.14134247094991295
-0.8000000000000003,0.30223067789880326
-0.6999999999999997,0.18079083127346712
-0.6000000000000001,0.08759027321795784
-0.5,0.16980201671427578
-0.40000000000000013,0.11437411851033703
-0.30000000000000004,0.4001708917395246
-0.20000000000000007,0.0662309484219635
-0.10000000000000003,0.1331666719128532
0.0,0.11169498176282378
0.10000000000000003,0.15755881295512972
0.20000000000000007,0.08374626081433817
0.30000000000000004,0.2963857186414922
0.40000000000000013,0.11446373127250685
0.5,0.3475738403809338
0.6000000000000001,0.2826203075429582
0.6999999999999997,0.08450524505033447
0.8000000000000003,0.29685459684266174
0.8999999999999998,0.3255004648241824
1.0,0.09809363769739017
1.1000000000000003,0.07786789851362862
1.2000000000000002,0.7178133120425477
1.2999999999999996,0.060128175563470214
1.3999999999999995,0.18399050135642703
1.5,0.42370497690683706
1.6000000000000005,0.15830770740799285
1.7000000000000004,0.21546282444971615
1.7999999999999996,0.19876839939162022
1.8999999999999995,0.30398796824966223
2.0,0.39825548044597137
2.1000000000000005,0.26924852443819586
2.2000000000000006,0.1513971163485655
2.2999999999999994,0.2316625555799818
2.4000000000000004,0.30210617271376417
2.5,0.08749270741791988
2.599999999999999,0.19531152662980575
2.700000000000001,0.1933427502650444
2.799999999999999,0.3295112173765188
2.900000000000001,0.23224750356926135
