z,r_v_std_uv_ratio
-1.0,0.4365698496555843
-0.8999999999999998,0.8471014473126468
-0.8000000000000003,1.8113454713911408
-0.6999999999999997,1.083525523527045
-0.6000000000000001,0.5249508284012913
-0.5,1.0176667575469314
-0.4000000000000001,0.6854732386810193
-0.3,2.3983261314645405
-0.2,0.3969389518102883
-0.1,0.7981018002095135
0.0,0.6694164894172311
0.1,0.9442901174300945
0.2,0.5019126824801836
0.3,1.7763151410659679
0.4000000000000001,0.6860103108011084
0.5,2.083098599139676
0.6000000000000001,1.6938155244535351
0.6999999999999997,0.5064614684217268
0.8000000000000003,1.7791252476118253
0.8999999999999998,1.950807234374829
1.0,0.5879001683440768
1.1000000000000003,0.46668215920368233
1.2000000000000002,4.302038102524778
1.2999999999999996,0.36036347887348097
1.3999999999999997,1.1027019617199134
1.5,2.5393719011643925
1.6000000000000003,0.9487784327300978
1.7000000000000004,1.2913236142454585
1.7999999999999996,1.1912696705601458
1.8999999999999997,1.8218773602816971
2.0,2.386846583469777
2.1000000000000005,1.6136750207176902
2.2000000000000006,0.9073614994553063
2.2999999999999994,1.3884127311563037
2.4000000000000004,1.8105992800890096
2.5,0.5243660916985511
2.599999999999999,1.1705517511688368
2.700000000000001,1.158752372703073
2.799999999999999,1.9748446964983053
2.900000000000001,1.3919184735208678
