z,theta_mean
-5.0,-12.597799046833332
-4.900000000000001,-13.404791259766666
-4.800000000000001,-11.245520051333337
-4.7,-13.368083826633333
-4.599999999999999,-13.352454344366667
-4.5,-12.7682845116
-4.400000000000001,-13.291951719900002
-4.299999999999999,-12.636079311466666
-4.200000000000001,-12.123141034466668
-4.099999999999999,-11.279868571000002
-4.0,-11.950708738966664
-3.900000000000001,-11.800686200466666
-3.799999999999999,-12.431121730766668
-3.700000000000001,-12.621256415133335
-3.599999999999999,-13.195835367766671
-3.5,-13.494009176899999
-3.400000000000001,-13.670426146133332
-3.299999999999999,-13.558855279300001
-3.200000000000001,-12.634656461100004
-3.099999999999999,-12.00940144863333
-3.0,-12.825063737233334
-2.900000000000001,-13.2346706073
-2.799999999999999,-14.558310254466667
-2.700000000000001,-13.955729834266666
-2.599999999999999,-13.259296703366665
-2.5,-14.596183618000001
-2.4000000000000004,-16.253832785233335
-2.2999999999999994,-15.487005933133334
-2.2000000000000006,-15.864568265233332
-2.1000000000000005,-16.044673983299997
-2.0,-16.4263875327
-1.8999999999999995,-15.594554201766668
-1.7999999999999996,-17.738535881033336
-1.7000000000000004,-18.439654604633333
-1.6000000000000005,-18.666832097466667
-1.5,-19.090367698733335
-1.3999999999999995,-19.587068430600002
-1.2999999999999996,-20.419092368999998
-1.2000000000000002,-21.527228991233336
-1.1000000000000003,-21.645020294166663
-1.0,-22.735089683533335
-0.8999999999999998,-23.937441698733334
-0.8000000000000003,-21.255503018733332
-0.6999999999999997,-24.14643332163333
-0.6000000000000001,-25.125604502333335
-0.5,-25.38857968653333
-0.40000000000000013,-23.408281135566668
-0.30000000000000004,-24.941729672733334
-0.20000000000000007,-26.645802370600002
-0.10000000000000003,-26.70132465363333
0.0,-28.9777877807
0.10000000000000003,-28.220779291866666
0.20000000000000007,-27.084746424400002
0.30000000000000004,-28.537969207733333
0.40000000000000013,-29.48566780086667
0.5,-28.45554949443334
0.6000000000000001,-29.874920781399997
0.6999999999999997,-31.676797040300002
0.8000000000000003,-32.19598445896666
0.8999999999999998,-28.839049975066665
1.0,-29.0275248209
1.1000000000000003,-29.841703859899997
1.2000000000000002,-31.8512053808
1.2999999999999996,-30.263032786100002
1.3999999999999995,-34.377347564699996
1.5,-30.39791018156667
1.6000000000000005,-33.37523053486667
1.7000000000000004,-30.62561181386667
1.7999999999999996,-28.13612238573334
1.8999999999999995,-33.7131535848
2.0,-32.3275636037
2.1000000000000005,-31.33195832573334
2.2000000000000006,-31.65324014026667
2.2999999999999994,-30.88647556313333
2.4000000000000004,-33.1356984456
2.5,-30.940307108533332
2.599999999999999,-32.798301506133335
2.700000000000001,-34.510235977233336
2.799999999999999,-31.862709744766665
2.900000000000001,-33.16890761046667
3.0,-30.45393308003333
3.099999999999999,-32.57750549306667
3.200000000000001,-33.8102517446
3.299999999999999,-30.52581901546667
3.400000000000001,-33.18064606986667
3.5,-32.465254847333334
3.599999999999999,-35.21107788086667
3.700000000000001,-33.9784834543
3.799999999999999,-33.345029449466665
3.900000000000001,-36.24726295473333
