z,r_v_mean_uv
-5.0,0.071773482091
-4.900000000000001,0.07220194528186666
-4.800000000000001,0.0753137863777
-4.7,0.07430039753819999
-4.599999999999999,0.07443047138616668
-4.5,0.07230554738656667
-4.400000000000001,0.07282077802986668
-4.299999999999999,0.07402965043946669
-4.200000000000001,0.07119357168983333
-4.099999999999999,0.07264526639489999
-4.0,0.07186033836133335
-3.900000000000001,0.07251964220243333
-3.799999999999999,0.07264914453726666
-3.700000000000001,0.07551165381870001
-3.599999999999999,0.07207214262436668
-3.5,0.07141617833406667
-3.400000000000001,0.07323586999053334
-3.299999999999999,0.07109051883466665
-3.200000000000001,0.07213476796633332
-3.099999999999999,0.07204773642870001
-3.0,0.07037790036676665
-2.900000000000001,0.06976429721316667
-2.799999999999999,0.06863569339536667
-2.700000000000001,0.06917611988420001
-2.599999999999999,0.07005286851353332
-2.5,0.0690857544802
-2.4000000000000004,0.07102919923333334
-2.2999999999999994,0.0672703189746
-2.2000000000000006,0.06759563030783333
-2.1000000000000005,0.06955209409889998
-2.0,0.06687327219383334
-1.8999999999999995,0.0663148192359
-1.7999999999999996,0.06443179027353332
-1.7000000000000004,0.0644521063483
-1.6000000000000005,0.0631789764801
-1.5,0.062301559466999994
-1.3999999999999995,0.0623910265081
-1.2999999999999996,0.06004083677636667
-1.2000000000000002,0.058737017620133336
-1.1000000000000003,0.05738023223973333
-1.0,0.06062729234196666
-0.8999999999999998,0.057588933680999994
-0.8000000000000003,0.05748180586323333
-0.6999999999999997,0.057224316189266655
-0.6000000000000001,0.0529275009598
-0.5,0.0517867973096
-0.40000000000000013,0.05203094654386667
-0.30000000000000004,0.05139038125416667
-0.20000000000000007,0.05181918171596666
-0.10000000000000003,0.051684094989
0.0,0.049796794362133336
0.10000000000000003,0.04718472877606667
0.20000000000000007,0.046341901575399996
0.30000000000000004,0.045618268629266656
0.40000000000000013,0.04649828753146666
0.5,0.0465549516568
0.6000000000000001,0.043594798171433344
0.6999999999999997,0.04518661486469999
0.8000000000000003,0.04362859489973333
0.8999999999999998,0.04336712251519999
1.0,0.04343798233696667
1.1000000000000003,0.04262705945266667
1.2000000000000002,0.0414096642013
1.2999999999999996,0.04154957977683333
1.3999999999999995,0.043102028494533325
1.5,0.040930649447499995
1.6000000000000005,0.04035203140516668
1.7000000000000004,0.0424093427636
1.7999999999999996,0.04017298434653333
1.8999999999999995,0.041390075011800004
2.0,0.03909209181546667
2.1000000000000005,0.0405060516092
2.2000000000000006,0.0420749323381
2.2999999999999994,0.039990371665999995
2.4000000000000004,0.0404295587231
2.5,0.03963798924643333
2.599999999999999,0.039178490141033334
2.700000000000001,0.03907408216249999
2.799999999999999,0.0400544634496
2.900000000000001,0.03519394091706666
3.0,0.036871325311433334
3.099999999999999,0.0373251011136
3.200000000000001,0.03615293996026667
3.299999999999999,0.03613706146173333
3.400000000000001,0.03563486560646666
3.5,0.03642964863103333
3.599999999999999,0.0360807625554
3.700000000000001,0.03736232301326667
3.799999999999999,0.03526101449346666
3.900000000000001,0.0336221456602
