z,r_v_std_uv_ratio
-5.0,1.5037927662705117
-4.900000000000001,0.57064054320297
-4.800000000000001,1.3237033829541704
-4.7,1.132459284161401
-4.599999999999999,0.5169148441601129
-4.5,0.49350621849396525
-4.400000000000001,0.19659399836194888
-4.299999999999999,1.2165624098554646
-4.200000000000001,0.41938336030327444
-4.099999999999999,0.7917528124831397
-4.0,1.3676874305729025
-3.900000000000001,0.667638572892836
-3.799999999999999,1.7192480291153052
-3.700000000000001,1.2699495954414826
-3.599999999999999,1.8101667517305131
-3.5,0.6220490849645262
-3.400000000000001,0.6200489082216364
-3.299999999999999,0.9766644038874714
-3.200000000000001,2.131063391542926
-3.099999999999999,0.965003862406215
-3.0,1.8030488662290063
-2.900000000000001,1.0113600448703275
-2.799999999999999,1.8525403797534785
-2.700000000000001,0.2351290490166169
-2.599999999999999,1.5308182119164375
-2.5,0.24256783930233886
-2.4000000000000004,1.36845217004564
-2.2999999999999994,1.7763043826415241
-2.2000000000000006,0.5279432998491864
-2.1000000000000005,0.4488332953664588
-2.0,0.9875615534346566
-1.8999999999999997,0.5503206240120817
-1.7999999999999996,1.1024948441125895
-1.7000000000000004,0.523304932938692
-1.6000000000000003,0.6316724741784033
-1.5,0.4947105129640888
-1.3999999999999997,0.28978584290678167
-1.2999999999999996,0.6628793338173022
-1.2000000000000002,1.6896039071295195
-1.1000000000000003,1.237375561231899
-1.0,1.1352420902983262
-0.8999999999999998,1.3760007729449852
-0.8000000000000003,0.9836945782927243
-0.6999999999999997,2.6158251430758583
-0.6000000000000001,1.6362721084683078
-0.5,1.0803084396341975
-0.4000000000000001,1.4993899822203136
-0.3,3.0440823545636095
-0.2,0.9539930395519151
-0.1,2.6287260125051986
0.0,1.961217050519092
0.1,0.8834752535819426
0.2,1.2526359614998537
0.3,0.6174559771906429
0.4000000000000001,1.308253007659667
0.5,1.0935334529054395
0.6000000000000001,0.5643868899150782
0.6999999999999997,1.4523779422057421
0.8000000000000003,0.9874101625830459
0.8999999999999998,1.3030733170001216
1.0,0.31892921044471
1.1000000000000003,2.1895704602899926
1.2000000000000002,0.5661870869575711
1.2999999999999996,2.3858379768645164
1.3999999999999997,1.287659209111141
1.5,1.0296169061536795
1.6000000000000003,1.1504178737837782
1.7000000000000004,0.8348057267174918
1.7999999999999996,1.374045153643151
1.8999999999999997,0.6372017828280988
2.0,0.9023188378896
2.1000000000000005,0.49845183030115353
2.2000000000000006,1.4282607022263962
2.2999999999999994,1.3524943117732566
2.4000000000000004,1.304056229305021
2.5,1.0441640748010186
2.599999999999999,1.423125018043187
2.700000000000001,1.4356505790666527
2.799999999999999,1.9620163893718536
2.900000000000001,1.567159353993196
3.0,1.7104729690166425
3.099999999999999,1.7954809967414296
3.200000000000001,1.4114950817017715
3.299999999999999,1.6910327445374609
3.400000000000001,2.870055223373
3.5,0.696520411745993
3.599999999999999,1.363397313724508
3.700000000000001,2.0444144244041405
3.799999999999999,0.6704584249972235
3.900000000000001,1.0949733639003063
