z,r_v_std_uv
-3.0,0.15977447446462445
-2.8999999999999995,0.12964701312398103
-2.7999999999999994,0.09354989715439845
-2.7000000000000006,0.1260974440443167
-2.6000000000000005,0.08860127235901048
-2.5,0.21701482728179652
-2.3999999999999995,0.037145540247626466
-2.2999999999999994,0.13777497265644126
-2.2000000000000006,0.06968841613052278
-2.1000000000000005,0.11827633835737068
-2.0,0.10338008638142357
-1.8999999999999997,0.13378353355537334
-1.7999999999999996,0.0863094012238374
-1.7,0.20807957534943824
-1.6000000000000003,0.08586104845069802
-1.5,0.02779551713732666
-1.3999999999999997,0.3363928396253225
-1.3000000000000003,0.047216088165075706
-1.1999999999999997,0.061365842669898946
-1.1000000000000003,0.10156702936769554
-1.0,0.15336878006545274
-0.8999999999999998,0.11388104643623183
-0.8000000000000002,0.16055803865152063
-0.6999999999999998,0.025520545223983553
-0.5999999999999999,0.210037193484851
-0.5,0.05931011597120076
-0.4000000000000001,0.1062287053098524
-0.29999999999999993,0.09164638776639457
-0.20000000000000004,0.2973238772793185
-0.10000000000000002,0.1267550519000357
0.0,0.1978100827341709
0.10000000000000002,0.3498025362334494
0.20000000000000004,0.05845312244691055
0.29999999999999993,0.06217055454742577
0.4000000000000001,0.06282771291860259
0.5,0.10668487088035268
0.5999999999999999,0.18812533843702214
0.6999999999999998,0.049687181198646534
0.8000000000000002,0.10540728048945101
0.8999999999999998,0.14685473388193956
1.0,0.024844592901983154
1.1000000000000003,0.18591552364568711
1.1999999999999997,0.14460922075880625
1.3000000000000003,0.08749966516870573
1.3999999999999997,0.12611444456074944
1.5,0.1190193337758498
1.6000000000000003,0.11176496366503126
1.7,0.09409609609373677
1.7999999999999996,0.07586608786337493
1.8999999999999997,0.1816134086722534
2.0,0.22552785665880043
2.1000000000000005,0.047894221683673674
2.2000000000000006,0.030583446939976562
2.2999999999999994,0.04502040153641866
2.3999999999999995,0.11181015728110784
2.5,0.16982028281931544
2.6000000000000005,0.09007651808293313
2.7000000000000006,0.24659245714887743
2.7999999999999994,0.09698196121773381
2.8999999999999995,0.07805834354894968
