z,r_v_mean_uv
-3.0,45.21708397075
-2.8999999999999995,45.00427839955
-2.7999999999999994,45.10467879289999
-2.7000000000000006,44.5706320532
-2.6000000000000005,43.71408322185
-2.5,44.42707577255
-2.3999999999999995,44.0426922068
-2.2999999999999994,44.4395336673
-2.2000000000000006,45.0040852229
-2.1000000000000005,44.2906775788
-2.0,44.487248305799994
-1.8999999999999997,44.372734191700005
-1.7999999999999996,45.183267320549994
-1.7,43.88159777594999
-1.6000000000000003,45.198762382050006
-1.5,44.01308469825
-1.3999999999999997,44.4947419965
-1.3000000000000003,44.58479324975
-1.1999999999999997,45.032467460350006
-1.1000000000000003,44.01509977475
-1.0,43.63849839134999
-0.8999999999999998,43.88889883565
-0.8000000000000002,43.86004566180001
-0.6999999999999998,43.725724572199994
-0.5999999999999999,44.38368159755
-0.5,44.531329331200006
-0.4000000000000001,43.0728090578
-0.29999999999999993,43.322624332999986
-0.20000000000000004,43.98517939995
-0.10000000000000002,44.317021092850005
0.0,43.5968880993
0.10000000000000002,43.674476728449996
0.20000000000000004,42.17180121485
0.29999999999999993,43.187721894250004
0.4000000000000001,42.55160929469999
0.5,42.28854013495
0.5999999999999999,43.00348919049999
0.6999999999999998,42.64489125484999
0.8000000000000002,41.61251526975
0.8999999999999998,40.14451496905001
1.0,37.7210024452
1.1000000000000003,36.41194416565
1.1999999999999997,36.117014315149994
1.3000000000000003,36.6735350326
1.3999999999999997,34.85901943355
1.5,34.36228125795
1.6000000000000003,34.4338992363
1.7,33.68600591785
1.7999999999999996,32.7603152984
1.8999999999999997,32.505776835
2.0,31.258769740749994
2.1000000000000005,30.52974516325
2.2000000000000006,30.72172057725
2.2999999999999994,30.39749799425
2.3999999999999995,30.239039551750004
2.5,28.950434170799994
2.6000000000000005,28.18192851925
2.7000000000000006,28.490670683950004
2.7999999999999994,27.689024136700002
2.8999999999999995,26.823542430050004
