z,theta_mean
-6.0,166.02194468166667
-5.900000000000002,168.7226801553333
-5.800000000000002,167.57345835299995
-5.699999999999998,165.424626669
-5.599999999999998,167.63692626933332
-5.5,165.4594060266667
-5.400000000000002,167.4944412226667
-5.300000000000002,166.91850229800002
-5.199999999999998,167.03978780199998
-5.099999999999999,165.3633214313333
-5.0,167.02209625233337
-4.900000000000001,168.65855204366662
-4.800000000000001,165.11951751700002
-4.7,165.07427062933337
-4.599999999999999,165.24788767533332
-4.5,167.036871847
-4.400000000000001,167.434294129
-4.299999999999999,166.1866587333334
-4.200000000000001,166.47280680400002
-4.099999999999999,168.2085439036667
-4.0,165.2680409746667
-3.900000000000001,165.08557942733336
-3.799999999999999,165.35222269666667
-3.700000000000001,164.27161407500003
-3.599999999999999,165.68567403166668
-3.5,164.04586130766666
-3.400000000000001,165.78772939
-3.299999999999999,166.037674459
-3.200000000000001,164.06972147599998
-3.099999999999999,164.226635233
-3.0,162.99664204966666
-2.900000000000001,161.7081741336667
-2.799999999999999,158.75440724566667
-2.700000000000001,158.16038564000002
-2.599999999999999,158.51910247766668
-2.5,157.70729064900004
-2.4000000000000004,156.79548390700003
-2.2999999999999994,157.50583496066665
-2.2000000000000006,158.08454691599997
-2.1000000000000005,153.58272043866666
-2.0,156.55284881666665
-1.8999999999999995,155.766322835
-1.7999999999999996,153.425696309
-1.7000000000000004,155.79972839366667
-1.6000000000000005,154.05282490966667
-1.5,152.016559855
-1.3999999999999995,156.09868164166664
-1.2999999999999996,153.271095276
-1.2000000000000002,152.35434315966666
-1.1000000000000003,151.9831003823333
-1.0,153.46896362299998
-0.8999999999999998,151.07383117633336
-0.8000000000000003,151.50710347533337
-0.6999999999999997,153.94834798100004
-0.6000000000000001,150.10735677
-0.5,151.56678263366663
-0.40000000000000013,149.75337778733333
-0.30000000000000004,148.26711069766668
-0.20000000000000007,152.75308939666664
-0.10000000000000003,148.00654195133333
0.0,150.52404174800003
0.10000000000000003,152.26361083999998
0.20000000000000007,151.28326619466665
0.30000000000000004,145.86887766533334
0.40000000000000013,148.63456268400003
0.5,148.49549153633333
0.6000000000000001,146.83465118400002
0.6999999999999997,148.15415700166668
0.8000000000000003,147.86783904966669
0.8999999999999998,145.760623169
1.0,147.72511189766664
1.1000000000000003,147.322543336
1.2000000000000002,147.50821126366665
1.2999999999999996,148.74128824833335
1.3999999999999995,147.65505727066665
1.5,147.12142333933332
1.6000000000000005,147.04459177633333
1.7000000000000004,149.37338053366665
1.7999999999999996,149.19862518399998
1.8999999999999995,150.21644592333334
2.0,149.119293722
2.1000000000000005,147.38228047666672
2.2000000000000006,150.29372253366668
2.2999999999999994,144.77847188299998
2.4000000000000004,150.27585957833338
2.5,150.96100769133335
2.599999999999999,147.74620615566667
2.700000000000001,148.95961913966664
2.799999999999999,150.2674764
2.900000000000001,151.117683411
