sqrt_TW_freq,theta,theta_sigma,amp,amp_sigma
8.48524106303606,3.109885194346779,0.37640788424176164,2.8188419510949997e-05,1.5103713851278208e-05
11.313683323303689,2.6516353440876483,0.10313638818306001,2.3468292258333334e-05,4.284981864899368e-06
14.352732874264747,2.273052453814677,0.2552068590729296,1.4497809085333333e-05,4.020581550889941e-06
16.971011409753988,1.7606153971073395,1.4901161193847656e-08,6.9541711127e-06,0.0
19.79911491645523,1.7792546352816336,0.12678029828232917,4.622932124225e-06,9.528611115204689e-07
22.62733023152901,1.6237094486270776,0.09384417270635517,3.3213416373e-06,1.1662356992337673e-07
25.45562353449626,1.3581030995002494,1.4901161193847656e-08,3.7595661979e-06,0.0
28.390337278964004,0.21449986130914692,1.0658664715025075,2.154256473333333e-06,3.3782715676845953e-07
31.1121744186259,0.23684208750188226,0.90982257480169,1.558142749065e-06,7.988348926841299e-07
33.940899634217125,0.0797848929549127,1.1634202675636665,2.6168268505199997e-06,6.865562212897776e-07
