z,theta_mean
-2.0,-11.564018154100001
-1.8999999999999995,-15.943037509933333
-1.7999999999999996,-10.434731054336664
-1.7000000000000004,-17.932688172600002
-1.6000000000000005,-16.534733962933334
-1.5,-16.523668829566667
-1.3999999999999995,-16.543158245166666
-1.2999999999999996,-14.392731189633333
-1.2000000000000002,-11.733973566700003
-1.1000000000000003,-17.176268768333333
-1.0,-15.361874135266667
-0.8999999999999998,-19.20164909363334
-0.8000000000000003,-16.301924038
-0.6999999999999997,-19.408531252566668
-0.6000000000000001,-12.937486775733333
-0.5,-13.26268212
-0.40000000000000013,-15.102706114499998
-0.30000000000000004,-17.737159665466667
-0.20000000000000007,-13.178811867966665
-0.10000000000000003,-17.784481239300003
0.0,-18.035829544066665
0.10000000000000003,-19.395940780600004
0.20000000000000007,-17.556094551033333
0.30000000000000004,-13.523015403766667
0.40000000000000013,-16.4067920684
0.5,-14.917786026
0.6000000000000001,-16.47337773643333
0.6999999999999997,-18.72529570256667
0.8000000000000003,-13.310302130299998
0.8999999999999998,-17.123969968166666
1.0,-16.545918083166665
1.1000000000000003,-14.224438699066667
1.2000000000000002,-18.342016569866665
1.2999999999999996,-16.861110973400002
1.3999999999999995,-19.570379066566662
1.5,-18.67647546136667
1.6000000000000005,-17.662613264733334
1.7000000000000004,-19.72199776976667
1.7999999999999996,-17.117968432233333
1.8999999999999995,-20.185016441333335
2.0,-22.470107841533327
2.1000000000000005,-19.903876431733334
2.2000000000000006,-23.1892834345
2.2999999999999994,-23.982717577600003
2.4000000000000004,-17.73695373533333
2.5,-20.836927541199998
2.599999999999999,-26.88403612766666
2.700000000000001,-25.42794958753333
2.799999999999999,-23.545321846033332
2.900000000000001,-20.078925259866665
