z,r_v_mean_uv
-2.0,9.513232089373334
-1.8999999999999995,9.351111990930002
-1.7999999999999996,10.071075121200002
-1.7000000000000004,9.164087017166667
-1.6000000000000005,9.926227903643335
-1.5,9.172195283699999
-1.3999999999999995,10.293399858066667
-1.2999999999999996,9.82214184362667
-1.2000000000000002,10.040493180069998
-1.1000000000000003,9.694296234846664
-1.0,10.257759155813336
-0.8999999999999998,9.35031008945333
-0.8000000000000003,9.26159861287333
-0.6999999999999997,9.39695813334
-0.6000000000000001,10.016899401893333
-0.5,10.128095588426667
-0.40000000000000013,9.060712303233334
-0.30000000000000004,9.667710583016666
-0.20000000000000007,9.108869926426667
-0.10000000000000003,9.31467384362
0.0,10.024565805699998
0.10000000000000003,9.879657955050002
0.20000000000000007,9.164523089566668
0.30000000000000004,9.83516122989
0.40000000000000013,9.70130586211
0.5,9.534226925699997
0.6000000000000001,9.022358365959999
0.6999999999999997,9.043138864703332
0.8000000000000003,9.263441218843335
0.8999999999999998,8.74335037224
1.0,9.109464038676666
1.1000000000000003,9.475902152189999
1.2000000000000002,9.414113962216666
1.2999999999999996,8.565370111083334
1.3999999999999995,9.258206076383331
1.5,9.58067630563
1.6000000000000005,9.06080125181
1.7000000000000004,9.055938608073333
1.7999999999999996,8.659175910003333
1.8999999999999995,9.162291219876668
2.0,8.917124887373333
2.1000000000000005,8.130655775553334
2.2000000000000006,8.15456187411
2.2999999999999994,7.992488523689999
2.4000000000000004,7.5305546488366675
2.5,8.19062455169
2.599999999999999,7.340059604150001
2.700000000000001,7.568290220650001
2.799999999999999,8.16678269379
2.900000000000001,7.5151957238
