z,r_v_std_uv_ratio
-6.0,1.7618382732786093
-5.900000000000002,1.2762386306339542
-5.800000000000002,0.7642228062092582
-5.699999999999998,0.9667108632464375
-5.599999999999998,0.7246905127571445
-5.5,1.7436711805228367
-5.400000000000002,0.6587628674247041
-5.300000000000002,1.361736019166906
-5.199999999999998,0.3667956439121356
-5.099999999999999,1.1350546783345563
-5.0,1.0784354917662164
-4.900000000000001,0.8992031479899706
-4.800000000000001,1.5207241909208422
-4.7,0.43435631255719764
-4.599999999999999,1.5442959745185223
-4.5,0.6902580837248898
-4.400000000000001,0.3287826785506593
-4.299999999999999,0.9483209600309344
-4.200000000000001,1.3205158371028203
-4.099999999999999,0.47538584735140105
-4.0,0.4778292363254623
-3.900000000000001,1.1824171241503425
-3.799999999999999,1.1229902216647978
-3.700000000000001,0.499904761627714
-3.599999999999999,1.3262857602185998
-3.5,1.656110451698676
-3.400000000000001,0.6736447331066071
-3.299999999999999,1.3304996928761998
-3.200000000000001,0.8407453678523282
-3.099999999999999,0.8417958863950566
-3.0,0.6520180105135791
-2.900000000000001,0.7549975053979512
-2.799999999999999,1.497565813946983
-2.700000000000001,1.3076272342182043
-2.599999999999999,1.8709209899717572
-2.5,1.3656472168444334
-2.4000000000000004,0.45054350170897706
-2.2999999999999994,0.9488168839924588
-2.2000000000000006,2.143453469095115
-2.1000000000000005,2.5433610065835057
-2.0,1.4959882136466962
-1.8999999999999997,0.3768012530849885
-1.7999999999999996,1.3867265939513884
-1.7000000000000004,1.3462289339919824
-1.6000000000000003,0.20443183011156904
-1.5,0.3789961113422741
-1.3999999999999997,1.4667756927547648
-1.2999999999999996,1.000395054758689
-1.2000000000000002,2.047210383036819
-1.1000000000000003,1.2554883004593733
-1.0,1.839683997871226
-0.8999999999999998,0.2413423659799746
-0.8000000000000003,1.5145912457135156
-0.6999999999999997,0.8651269953795225
-0.6000000000000001,1.0083050597829482
-0.5,1.9969744940681189
-0.4000000000000001,0.8572818114875513
-0.3,0.6745726038963162
-0.2,0.6100598847587296
-0.1,2.3294555190906108
0.0,0.6648527107646289
0.1,1.393281610314702
0.2,0.6975600337198181
0.3,0.3815743309270384
0.4000000000000001,0.3788851913670846
0.5,1.4942874960228762
0.6000000000000001,0.71918458477736
0.6999999999999997,1.3519786056767535
0.8000000000000003,1.507116936976257
0.8999999999999998,1.1289767890551503
