z,r_v_mean_uv
-6.0,9.694883525926667
-5.900000000000002,9.951459954490002
-5.800000000000002,10.596788312499998
-5.699999999999998,10.415260173166667
-5.599999999999998,10.419068378966669
-5.5,10.50957447063333
-5.400000000000002,9.766734668420002
-5.300000000000002,10.184963775846667
-5.199999999999998,10.641770040766668
-5.099999999999999,9.527333440929999
-5.0,10.236767684566665
-4.900000000000001,10.344694722599998
-4.800000000000001,10.3634788502
-4.7,10.6902719684
-4.599999999999999,10.961017445366666
-4.5,10.188070852193334
-4.400000000000001,10.53860135766667
-4.299999999999999,9.9877975117
-4.200000000000001,10.660361688999997
-4.099999999999999,10.705261077700001
-4.0,10.404059927699999
-3.900000000000001,10.205199487263329
-3.799999999999999,10.873386781899999
-3.700000000000001,10.399664582400002
-3.599999999999999,10.73831578346667
-3.5,10.117736837929998
-3.400000000000001,10.189590678533335
-3.299999999999999,10.525548714166666
-3.200000000000001,10.374849443866669
-3.099999999999999,10.729953737566667
-3.0,10.209798135
-2.900000000000001,10.5236346219
-2.799999999999999,10.475389202233334
-2.700000000000001,9.76921301119
-2.599999999999999,9.918607853809998
-2.5,10.053940059133334
-2.4000000000000004,9.74398002047667
-2.2999999999999994,9.369324016003334
-2.2000000000000006,10.090340250236666
-2.1000000000000005,9.632955819479998
-2.0,8.913875717556667
-1.8999999999999995,8.989785965246668
-1.7999999999999996,8.294927980986667
-1.7000000000000004,8.481999399609998
-1.6000000000000005,8.415315369353333
-1.5,7.273384305026668
-1.3999999999999995,7.96980809052
-1.2999999999999996,7.843392207476667
-1.2000000000000002,7.663410118160001
-1.1000000000000003,8.022941392480002
-1.0,6.428949139566667
-0.8999999999999998,6.7182562816
-0.8000000000000003,6.071593315936666
-0.6999999999999997,6.229873391333333
-0.6000000000000001,6.6085781327266675
-0.5,5.885908603883333
-0.40000000000000013,5.6902578611033325
-0.30000000000000004,5.8741331637766665
-0.20000000000000007,5.4909301828300014
-0.10000000000000003,5.608679430216667
0.0,5.63665524473
0.10000000000000003,5.345101499190001
0.20000000000000007,4.853068306446666
0.30000000000000004,5.31421680231
0.40000000000000013,4.702892647403333
0.5,4.978773707379999
0.6000000000000001,4.477848642643333
0.6999999999999997,4.928588138376666
0.8000000000000003,5.1148079516400005
0.8999999999999998,4.624325856643334
