z,theta_mean
-3.0,-22.780391311600003
-2.900000000000001,-27.64572391513333
-2.799999999999999,-21.304745610533338
-2.700000000000001,-20.88829644526667
-2.599999999999999,-23.1495944976
-2.5,-21.108444086699993
-2.4000000000000004,-27.84673487346667
-2.2999999999999994,-24.146105702699995
-2.2000000000000006,-18.7352060954
-2.1000000000000005,-28.484192339566665
-2.0,-27.08805891676667
-1.8999999999999995,-29.165494092266663
-1.7999999999999996,-27.111667124500006
-1.7000000000000004,-27.281420961933332
-1.6000000000000005,-27.62906818393333
-1.5,-32.304511197400004
-1.3999999999999995,-24.284475072300005
-1.2999999999999996,-25.7618541081
-1.2000000000000002,-22.329967880233333
-1.1000000000000003,-34.12187118526666
-1.0,-33.076815160066666
-0.8999999999999998,-26.404821332233336
-0.8000000000000003,-38.079816309533335
-0.6999999999999997,-35.16448472333333
-0.6000000000000001,-24.012078984633334
-0.5,-32.41344871523333
-0.40000000000000013,-32.167366790766664
-0.30000000000000004,-34.699796295133325
-0.20000000000000007,-29.978306516066663
-0.10000000000000003,-29.446099726366665
0.0,-33.81306126913333
0.10000000000000003,-29.590341758733338
0.20000000000000007,-34.676573816966666
0.30000000000000004,-31.85557320913334
0.40000000000000013,-35.21399421696666
0.5,-42.4422696432
0.6000000000000001,-40.35545082086666
0.6999999999999997,-34.6989538829
0.8000000000000003,-34.058558400500004
0.8999999999999998,-33.34014002473333
1.0,-32.35783004766667
1.1000000000000003,-33.9846064886
1.2000000000000002,-36.806308619166664
1.2999999999999996,-40.0844230652
1.3999999999999995,-35.44641761776667
1.5,-36.68834648146665
1.6000000000000005,-31.940211995566667
1.7000000000000004,-41.2482771556
1.7999999999999996,-36.100144577
1.8999999999999995,-34.27541503896666
2.0,-31.678419685400005
2.1000000000000005,-35.75324230193334
2.2000000000000006,-34.18357912693333
2.2999999999999994,-36.736443392366674
2.4000000000000004,-39.34752108246666
2.5,-31.0897752762
2.599999999999999,-38.3300796509
2.700000000000001,-35.96615689589999
2.799999999999999,-39.447417958566675
2.900000000000001,-37.963769912699995
