z,r_v_mean_uv
-3.0,9.12407834524
-2.900000000000001,8.670755626856668
-2.799999999999999,9.080520643076664
-2.700000000000001,8.85615666751
-2.599999999999999,7.793115689003333
-2.5,8.01347960078
-2.4000000000000004,7.167821225566668
-2.2999999999999994,7.734313612676666
-2.2000000000000006,7.9062830081966675
-2.1000000000000005,7.739414013493332
-2.0,7.848295808796667
-1.8999999999999995,7.11744423826
-1.7999999999999996,7.80154136919
-1.7000000000000004,7.595943043266668
-1.6000000000000005,6.96172958972
-1.5,7.631279928926666
-1.3999999999999995,7.249215695996666
-1.2999999999999996,6.936385170776667
-1.2000000000000002,7.284243368603334
-1.1000000000000003,6.785341489973334
-1.0,6.758462920213332
-0.8999999999999998,6.12892152579
-0.8000000000000003,5.963594033650001
-0.6999999999999997,6.647375812463334
-0.6000000000000001,6.431959794406666
-0.5,6.8798595293533324
-0.40000000000000013,6.272702967180001
-0.30000000000000004,6.508378298043335
-0.20000000000000007,6.135356079536668
-0.10000000000000003,5.83254703391
0.0,6.158000905993333
0.10000000000000003,6.0017022103
0.20000000000000007,5.461264390763333
0.30000000000000004,4.667039092963334
0.40000000000000013,5.587057042556666
0.5,5.456814233186666
0.6000000000000001,5.170982043039999
0.6999999999999997,5.007185366893334
0.8000000000000003,5.2490577369633336
0.8999999999999998,5.387541659736668
1.0,5.60594057788
1.1000000000000003,5.06140625778
1.2000000000000002,5.3264653161033335
1.2999999999999996,5.125683749899999
1.3999999999999995,4.94944550458
1.5,5.595791344603334
1.6000000000000005,5.206214458063332
1.7000000000000004,4.715066916116667
1.7999999999999996,4.906071156553333
1.8999999999999995,4.718197336226667
2.0,5.523520925033334
2.1000000000000005,4.548475635603333
2.2000000000000006,4.379315942063333
2.2999999999999994,4.816988424260001
2.4000000000000004,5.3191213737566665
2.5,4.463112827583333
2.599999999999999,5.3557354021900005
2.700000000000001,5.186521760463332
2.799999999999999,5.181427862526666
2.900000000000001,4.9335573294233335
