z,r_v_mean_uv
-3.0,26.48062066636667
-2.900000000000001,26.3195776521
-2.799999999999999,26.311694212666666
-2.700000000000001,27.023942796700002
-2.599999999999999,26.609896243266665
-2.5,26.425159073066666
-2.4000000000000004,25.949166956600003
-2.2999999999999994,25.992045023833334
-2.2000000000000006,26.528863903333335
-2.1000000000000005,25.9070694179
-2.0,25.761213692033337
-1.8999999999999995,25.433824582
-1.7999999999999996,25.851960951233334
-1.7000000000000004,25.402372011766666
-1.6000000000000005,26.052350585833324
-1.5,26.016130323066662
-1.3999999999999995,25.673303025533336
-1.2999999999999996,25.820119784266666
-1.2000000000000002,26.0972623438
-1.1000000000000003,25.859749863833333
-1.0,24.969028709266667
-0.8999999999999998,25.091417531599998
-0.8000000000000003,25.346677345266674
-0.6999999999999997,25.279002511466672
-0.6000000000000001,25.40466587866667
-0.5,25.2619285068
-0.40000000000000013,25.330283036266664
-0.30000000000000004,24.839499747066668
-0.20000000000000007,24.549364146366663
-0.10000000000000003,25.507160050100005
0.0,24.536338969466666
0.10000000000000003,24.217973441366667
0.20000000000000007,23.27241387926667
0.30000000000000004,22.99077562686667
0.40000000000000013,22.180591380099997
0.5,21.749953036033332
0.6000000000000001,21.279138005933333
0.6999999999999997,21.275370515133336
0.8000000000000003,20.12232689606666
0.8999999999999998,19.9802698868
1.0,16.289954510333338
1.1000000000000003,16.2359334959
1.2000000000000002,15.503015492866668
1.2999999999999996,15.8256104138
1.3999999999999995,15.248365161800002
1.5,15.518008998066666
1.6000000000000005,15.1114349743
1.7000000000000004,14.649434736566667
1.7999999999999996,14.480049109466668
1.8999999999999995,14.373014497999998
