z,r_v_std_uv
-3.0,0.2693970503046012
-2.900000000000001,0.34118320810081704
-2.799999999999999,0.14151622030493763
-2.700000000000001,0.3196924237380001
-2.599999999999999,0.17956429224107703
-2.5,0.08633434814209127
-2.4000000000000004,0.152037973723671
-2.2999999999999994,0.27474393520606716
-2.2000000000000006,0.20179798425729334
-2.1000000000000005,0.16470710788312473
-2.0,0.13132327739725055
-1.8999999999999995,0.22675075785474788
-1.7999999999999996,0.18278156908664017
-1.7000000000000004,0.20352242125930187
-1.6000000000000005,0.37700007597434537
-1.5,0.23816588353770501
-1.3999999999999995,0.14892135315318644
-1.2999999999999996,0.3701790600035406
-1.2000000000000002,0.30457397602613456
-1.1000000000000003,0.198454212248073
-1.0,0.19371639084263279
-0.8999999999999998,0.08965259843063597
-0.8000000000000003,0.16609629768403397
-0.6999999999999997,0.15831734270826436
-0.6000000000000001,0.08578321584403432
-0.5,0.1378159687943388
-0.40000000000000013,0.1300846598770527
-0.30000000000000004,0.25384518867668854
-0.20000000000000007,0.0956048458963015
-0.10000000000000003,0.11189995790459548
0.0,0.08108689478895793
0.10000000000000003,0.16574096876598746
0.20000000000000007,0.052272288245888816
0.30000000000000004,0.18648144836904654
0.40000000000000013,0.17111912375667127
0.5,0.20539586571388993
0.6000000000000001,0.0616245909750775
0.6999999999999997,0.19554253366839913
0.8000000000000003,0.3455187090728148
0.8999999999999998,0.15086105753039267
1.0,0.14612752819295055
1.1000000000000003,0.16185802167892757
1.2000000000000002,0.04285816428074077
1.2999999999999996,0.08188465257019174
1.3999999999999995,0.14873184281624138
1.5,0.05379455874372746
1.6000000000000005,0.488306601070999
1.7000000000000004,0.059001429925768775
1.7999999999999996,0.292810099306972
1.8999999999999995,0.2328529545154402
